com_id,com_code,com_name_ar,com_name_en,com_tel,com_address,com_usr_code,com_active,sec_insert_uid,sec_insert_date,sec_update_uid,sec_update_date
"761","","ميديا فارم","","","","","1","1","","",""
"762","762","الصفا","el Safa","","","","1","1","","",""
"763","763","اكورد","Acord","","","","1","1","","",""
"764","764","ايه ام فارم","A M Pharm","","","","1","1","","",""
"765","765","برازر فارم","Brother Pharm","","","","1","1","","",""
"766","766","الكرنك","elKarnak","","","","1","1","","1","20/09/2007 1:38:40 pm"
"767","767","ايجيبت لاب","Egypt lab","","","","1","1","","",""
"768","768","جلفار","","","","","0","1","","1","25/01/2008 1:24:47 am"
"769","769","هيلث ويل","Health Well","","","","1","1","","1","20/09/2007 1:47:06 pm"
"770","770","الاندلس","el Andalos","","","","1","1","","",""
"771","771","ساندوز","Sandoz","","","","1","1","","",""
"772","772","الفا فارم","Alfa Pharm","","","","1","1","","1","20/09/2007 7:56:29 pm"
"773","773","جاكوب","Jacop","","","","1","1","","",""
"774","774","اليكو فارم","Alico Pharm","","","","1","1","","",""
"775","775","ايجيبت فار","Egyptphar","","","","1","1","","",""
"776","776","فيرتكس","","","","","1","1","","",""
"777","777","الاهلية","el Ahleyya","","","","1","1","","",""
"778","778","اكديما","Akdema","","","","1","1","","",""
"779","779","مالتى محلى","Multi Local","","","","1","1","","1","20/09/2007 2:17:06 pm"
"780","780","لوجوس فارم","Logos Pharm","","","","1","1","","",""
"781","781","ايجيبشن فا","Egyptian Fa","","","","1","1","","",""
"782","782","معامل ويزر","Wizar Lab","","","","1","1","","",""
"783","783","وايث مصر","","","","","1","1","","",""
"784","784","العالمية","","","","","1","1","","",""
"785","785","الدبيكى","Al Debeky","","","","1","1","","1","20/09/2007 6:15:11 pm"
"786","786","سبا","","","","","1","1","","",""
"787","787","اوريجينال","Original","","","","1","1","","",""
"788","788","اكسلانس","","","","","1","1","","",""
"789","789","اى اف تى","E F T","","","","1","1","","",""
"790","790","بى اى جى","B I G","","","","1","1","","",""
"791","791","بيرلا فارم","Perla Pharm","","","","1","1","","",""
"792","792","بييول فرما","","","","","1","1","","",""
"793","793","المتحدون","","","","","1","1","","",""
"794","794","انديستريز","","","","","1","1","","",""
"795","795","انفينتى فا","","","","","1","1","","",""
"796","796","جنوب مصر","","","","","1","1","","",""
"797","797","سلام فارم","","","","","1","1","","",""
"798","798","ادفنس فارم","ADVANCE PHARM","","","","1","1","","1","08/12/2007 4:57:23 pm"
"799","799","اركيديا","","","","","1","1","","",""
"800","800","انترنشونال","","","","","1","1","","",""
"801","801","جامكس ليدر","Gamax Leader","","","","1","1","","",""
"802","802","جنرال تكنو","General Techno","","","","1","1","","",""
"803","803","شفا طبية","","","","","1","1","","",""
"804","804","فارما كيور","Pharma Cure","","","","1","1","","",""
"805","805","هيلثى لايف","Healthy Life","","","","1","1","","",""
"806","806","ميدل ايست","Middle East","","","","1","1","","",""
"807","807","فارميكس","Pharmex","","","","1","1","","",""
"808","808","ريفال فارم","Rifal Pharm","","","","1","1","","",""
"809","809","رونى فارما","Rony Pharm","","","","1","1","","",""
"810","810","ايه وان فارما","A1 Pharma","","","","1","1","","1","20/09/2007 3:13:49 pm"
"811","811","استرا محلى","Astra local","","","","1","1","","",""
"812","812","ايجل فارما","EAGLE PHARMA","","","","1","1","","1","08/12/2007 4:48:45 pm"
"813","813","ابوت نيو","Abbott New","","","","1","1","","1","08/12/2007 4:38:36 pm"
"814","814","ارجانون","Arganon","","","","1","1","","",""
"815","815","ايفرجرين","","","","","1","1","","",""
"816","816","جامكس فارم","Gamax Pharm","","","","1","1","","",""
"817","817","دى كيه تى","D K T","","","","1","1","","",""
"818","818","سامت فارم","Samt Pharm","","","","1","1","","",""
"819","819","هيلثى فارم","Health Pharm","","","","1","1","","",""
"820","820","لمكو فارم","Lemco Pharm","","","","1","1","","",""
"821","821","نوترافيت","Notravit","","","","1","1","","1","20/09/2007 3:25:47 pm"
"822","822","المبتكرون","","","","","1","1","","",""
"823","823","هيومان كير","Human Care","","","","1","1","","",""
"824","824","ماجيك","Magic","","","","1","1","","",""
"825","825","دياموند","Diamond","","","","1","1","","",""
"826","826","اونست","","","","","1","1","","",""
"827","827","زام فارم","Zam Pharm","","","","1","1","","",""
"828","828","فلير فارما","","","","","1","1","","",""
"829","829","جوبيترفارم","Jubitar Pharm","","","","1","1","","",""
"830","830","راند فارم","Rand Pharm","","","","1","1","","",""
"831","831","ثرى ايه","three A","","","","1","1","","",""
"832","832","ثرى سى","Three C","","","","1","1","","",""
"833","833","بيرفيكت","Perfect","","","","1","1","","",""
"834","834","بيركس","","","","","1","1","","",""
"835","835","ادلين فارم","Adlen Pharm","","","","1","1","","",""
"836","836","ادموفارما","Admo Pharm","","","","1","1","","",""
"837","837","مركزالمصرى","","","","","1","1","","",""
"838","838","ميدكس فارم","Medex Pharm","","","","1","1","","",""
"839","839","فارما لاروش","Pharma Laroche","","","","1","1","","",""
"840","840","سى هيلث","C Health","","","","1","1","","",""
"841","841","ادمونكو","Admon co","","","","1","1","","",""
"842","842","افنتس مستورد","AVENTIS IMPORTED","","","","1","1","","1","08/12/2007 4:43:47 pm"
"843","843","افيروس فارم","Averos Pharm","","","","1","1","","",""
"844","844","اميكو","Ameo","","","","0","1","","1","08/12/2007 4:41:40 pm"
"845","845","جريت فارما","Great Pharma","","","","1","1","","",""
"846","846","جوسانا","Gosana","","","","1","1","","",""
"847","847","رون بولان","Ron Polan","","","","1","1","","",""
"848","848","رافا فارم","Rafa Pharm","","","","1","1","","",""
"849","849","رويال","Royal","","","","1","1","","",""
"850","850","سانتكس فارم","Santex Pharm","","","","1","1","","",""
"851","","فارتس","","","","","1","1","","",""
"852","852","فيجن فارما","","","","","1","1","","",""
"853","853","ماركيرل(مك","","","","","1","1","","",""
"854","854","م0 شرقية","","","","","1","1","","",""
"855","855","يونى سواب","","","","","1","1","","",""
"856","856","كليوفارما","","","","","1","1","","",""
"857","857","نرهادو","","","","","1","1","","",""
"858","858","ميدى سيرف","","","","","1","1","","",""
"859","859","متحدة توزي","","","","","1","1","","",""
"860","860","طيبةفارم","","","","","1","1","","",""
"861","861","هورايزون ف","","","","","1","1","","",""
"862","862","فيلوماروتي","","","","","1","1","","",""
"863","863","نيوهوريزون","","","","","1","1","","",""
"864","864","باستير لاب","","","","","1","1","","",""
"865","865","صوفى فارما","","","","","1","1","","",""
"866","866","مصرية ت","","","","","1","1","","",""
"867","867","سينتفك جرو","","","","","1","1","","",""
"868","868","توب تيك","","","","","1","1","","",""
"869","869","المؤسسة ال","","","","","1","1","","",""
"870","870","اس1س1دويه","","","","","1","1","","",""
"871","871","مكتب تجارى","","","","","1","1","","",""
"872","872","سيسك","","","","","1","1","","",""
"873","873","سيرفييه","","","","","1","1","","",""
"874","874","العالميةال","","","","","1","1","","",""
"875","875","فيوتشرلاين","","","","","1","1","","",""
"876","876","افنتس","AVENTIS PHARMACEUTICAL","","","","1","1","","1","08/12/2007 4:58:56 pm"
"877","877","مودرن فارم","","","","","1","1","","",""
"878","878","الفرعونيه","","","","","0","1","","1","22/01/2008 2:54:29 am"
"879","879","نوفوتيك","","","","","1","1","","",""
"880","880","الانصار ت","","","","","1","1","","",""
"881","881","جولدن لايف","","","","","1","1","","",""
"882","882","ارا زينى","","","","","1","1","","",""
"883","883","يونفارم","","","","","0","1","","1","30/01/2008 5:28:47 am"
"884","884","سكويب مستو","","","","","1","1","","",""
"885","885","ش  اسكندرية","","","","","1","1","","1","12/02/2008 7:21:32 am"
"886","886","سوبرفارم","","","","","1","1","","",""
"887","887","بيرلافارم","","","","","1","1","","",""
"888","888","شيلتر فارم","","","","","1","1","","",""
"889","889","نترنشونال","","","","","1","1","","",""
"890","890","فارماكيور","","","","","1","1","","",""
"891","891","دلتافارم","","","","","1","1","","",""
"892","892","ستارانترنش","","","","","1","1","","",""
"893","893","ام اس بى","","","","","1","1","","",""
"894","894","نادر فارم","","","","","1","1","","",""
"895","895","اية بي اى","A P I","","","","1","1","","",""
"896","896","الكون فى","","","","","1","1","","",""
"897","897","فارما مكس","pharmamix","","","","1","1","","",""
"898","898","ايتومكس","etumax","","","","1","1","","",""
"899","899","ريفافارم","rivapharm","","","","1","1","","",""
"900","900","اى زد باك","EZ pac","","","","1","1","","",""
"901","901","برج","borg","","","","1","1","","",""
"902","902","فارمانت","pharmanet","","","","1","1","","",""
"903","903","رانيا","rania","","","","1","1","","",""
"904","904","بيوتيك","BIOTEC","","","","1","1","","",""
"905","905","ويسترن","WESTERN","","","","1","1","","",""
"906","906","هيرو","HERO","","","","1","1","","",""
"907","907","الرواد","ROWAD","","","","1","1","","",""
"908","908","ايبك مصر","EPIC MISR","","","","1","1","","",""
"909","909","اورجانو","ORGANO","","","","1","1","","",""
"910","910","فورديل","FORDEL","","","","1","1","","",""
"911","911","فور اية","FOUR A","","","","1","1","","",""
"912","912","لوجيستيك فارما","LOGESTIC PHARMA","","","","1","1","","",""
"913","913","سكوب","SCOPE","","","","1","1","","",""
"914","914","كويسر","QUEISSER","","","","1","1","","",""
"915","915","نابكو","NAPCO","","","","1","1","","",""
"916","916","فارابى","FARABI","","","","1","1","","",""
"917","917","مالتى ابكس","MULTI-APEX","","","","1","1","","",""
"918","918","المكتب التجارى الدولى","INTERNATIONAL TRADING OFFICE","","","","1","1","","",""
"919","919","بارك فيل","PARK VILLE","","","","1","1","","",""
"920","920","فارماسيا اليت","PHARMACIA ELITE","","","","1","1","","",""
"921","921","ساجا فارما","SAGA PHARMA","","","","1","1","","",""
"922","922","فاليرا","VALERA","","","","1","1","","",""
"923","923","المصرية لمستحضرات التجميل","MASRIYA FOE COSMETICS","","","","1","1","","",""
"924","924","هيليكس","HELIX","","","","1","1","","",""
"925","925","فارماكون","PHARMAKON","","","","1","1","","",""
"926","926","ايزى للتجميل","EASY BEAUTY","","","","1","1","","",""
"927","927","باراديز","PARADISE","","","","1","1","","1","01/02/2008 12:05:34 pm"
"928","928","اراب كابس","ARAB CAPS","","","","1","1","","",""
"929","929","مارفيل","MARVEL","","","","1","1","","",""
"930","930","ودجات فارم","WEDGAT PHARM","","","","1","1","","",""
"931","931","SCOPE PHARMA","","","","","1","1","","",""
"932","932","ميفو","mevio","","","","1","1","","",""
"933","933","المجموعة المصرية","","","","","1","1","","",""
"934","934","سابأ","SABAA","","","","1","1","","",""
"935","935","بى ام ايجيبت","","","","","1","1","","",""
"936","936","هشام ميديكال","","","","","1","1","","",""
"937","937","جلوكوفلكس","GLUCOFLEX","","","","1","1","","",""
"938","938","الطرشوبى","","","","","1","1","","",""
"939","939","حكمه فارما","","","","","1","1","","",""
"940","941","مالتى ميديكال انترناشونال","MULTI MEDICAL INTERNATIONAL","","","","1","1","","",""
"941","942","ميديزن","MEDIZEN","","","","1","1","","",""
"942","942","افنتس 2","افنتس 2","","","","1","1","","",""
"943","943","ش  ممفيس","ش  ممفيس","","","","1","1","","",""
"944","944","جراند فارما","GRAND PHARMA","","","","1","1","05/05/2011 6:52:18 pm","",""
"945","945","لاروش بوسي","LA ROCHE POSY","","","","1","1","22/08/2015 1:23:59 pm","",""
